"TimeRun1","Run1","Run2","Run3"
17.350,-0.22,2.64,-0.23
17.400,-0.21,11.96,-0.23
17.450,-0.21,12.11,-0.23
17.500,-0.21,11.04,-0.22
17.550,-0.21,9.85,-0.23
17.600,-0.22,9.08,-0.23
17.650,-0.21,8.33,-0.23
17.700,-0.22,7.79,-0.24
17.750,-0.22,7.00,-0.23
17.800,-0.21,4.07,-0.23
17.850,-0.22,0.81,-0.23
17.900,-0.23,-0.22,-0.23
17.950,-0.22,-0.23,-0.23
18.000,-0.21,-0.22,-0.24
18.050,-0.21,-0.22,-0.23
18.100,-0.22,-0.22,-0.24
18.150,-0.22,-0.21,-0.23
18.200,-0.22,-0.22,-0.23
18.250,-0.22,-0.22,-0.22
18.300,-0.21,-0.22,-0.24
18.350,-0.21,-0.22,-0.22
18.400,-0.21,-0.22,-0.24
18.450,-0.20,-0.22,-0.23
18.500,-0.20,-0.21,-0.22
18.550,-0.20,-0.22,-0.22
18.600,-0.21,-0.22,-0.23
18.650,-0.21,-0.21,-0.23
18.700,-0.21,-0.22,-0.23
18.750,-0.21,-0.22,-0.22
18.800,-0.21,-0.21,-0.23
18.850,-0.21,-0.22,-0.24
18.900,-0.21,-0.22,-0.22
18.950,-0.21,-0.21,-0.22
19.000,-0.21,-0.23,-0.22
19.050,-0.21,-0.23,-0.23
19.100,-0.22,-0.21,-0.22
19.150,-0.22,-0.21,-0.23
19.200,-0.22,-0.21,-0.22
19.250,-0.22,-0.22,-0.24
19.300,-0.22,-0.21,-0.23
19.350,-0.22,-0.22,-0.24
19.400,-0.21,-0.22,-0.24
19.450,-0.21,-0.22,-0.24
19.500,-0.21,-0.22,-0.24
19.550,-0.20,-0.22,-0.23
19.600,-0.21,-0.22,-0.23
19.650,-0.22,-0.22,-0.23
19.700,-0.21,-0.22,-0.24
19.750,-0.20,-0.22,-0.23
19.800,-0.21,-0.22,-0.23
19.850,-0.21,-0.23,-0.23
19.900,-0.21,-0.23,-0.25
19.950,-0.22,-0.22,-0.24
20.000,-0.21,-0.22,-0.23
20.050,-0.20,-0.22,-0.22
20.100,-0.21,-0.23,-0.23
20.150,-0.21,-0.22,-0.23
20.200,-0.22,-0.22,-0.23
20.250,-0.21,-0.23,-0.23
20.300,-0.22,-0.23,-0.23
20.350,-0.21,-0.22,-0.24
20.400,-0.22,-0.22,-0.23
20.450,-0.21,-0.23,-0.23
20.500,-0.23,-0.22,-0.23
20.550,-0.22,-0.22,-0.25
20.600,-0.22,-0.22,-0.23
20.650,-0.21,-0.22,-0.24
20.700,-0.21,-0.21,-0.24
20.750,-0.21,-0.22,-0.22
20.800,-0.21,-0.23,-0.22
20.850,-0.21,-0.22,-0.23
20.900,-0.21,-0.22,-0.22
20.950,-0.20,-0.22,-0.23
21.000,-0.21,-0.23,-0.24
21.050,-0.22,-0.23,-0.23
21.100,-0.21,-0.23,-0.23
21.150,-0.22,-0.22,-0.23
21.200,-0.21,-0.22,-0.24
21.250,-0.21,-0.22,-0.22
21.300,-0.22,-0.22,-0.23
21.350,-0.22,-0.22,-0.23
21.400,-0.22,-0.22,-0.23
21.450,-0.20,-0.22,-0.22
21.500,-0.23,-0.22,-0.23
21.550,-0.23,-0.23,-0.23
21.600,-0.22,-0.22,-0.24
21.650,-0.22,-0.21,-0.23
21.700,-0.22,-0.22,-0.24
21.750,-0.21,-0.21,-0.24
21.800,-0.21,-0.22,-0.24
21.850,-0.22,-0.22,-0.23
21.900,-0.21,-0.22,-0.24
21.950,-0.21,-0.22,-0.24
22.000,-0.22,-0.22,-0.23
22.050,-0.22,-0.22,-0.23
22.100,-0.23,-0.22,-0.23
22.150,-0.22,-0.22,-0.23
22.200,-0.22,-0.22,-0.24
22.250,-0.22,-0.22,-0.23
22.300,-0.22,-0.22,-0.23
22.350,-0.22,-0.21,-0.23
22.400,-0.21,-0.22,-0.23
22.450,-0.21,-0.22,-0.24
22.500,-0.22,-0.23,-0.24
22.550,-0.22,-0.21,-0.23
22.600,-0.22,-0.22,-0.23
22.650,-0.22,-0.22,-0.23
22.700,-0.22,-0.22,-0.23
22.750,-0.22,-0.21,-0.23
22.800,-0.23,-0.22,-0.23
22.850,-0.22,-0.21,-0.23
22.900,-0.23,-0.22,-0.22
22.950,-0.23,-0.21,-0.22
23.000,-0.23,-0.23,-0.23
23.050,-0.22,-0.22,-0.24
23.100,-0.22,-0.23,-0.23
23.150,11.64,-0.22,-0.24
23.200,10.72,-0.22,-0.24
23.250,10.00,-0.22,-0.23
23.300,9.08,-0.22,-0.24
23.350,8.33,-0.23,-0.23
23.400,7.76,-0.23,-0.23
23.450,7.16,-0.21,-0.23
23.500,5.70,-0.21,-0.24
23.550,2.55,-0.23,-0.22
23.600,0.09,-0.23,-0.23
23.650,-0.22,-0.23,-0.23
23.700,-0.22,-0.23,-0.24
23.750,-0.22,-0.22,-0.23
23.800,-0.22,-0.22,-0.24
23.850,-0.20,-0.22,-0.23
23.900,-0.21,-0.22,-0.25
23.950,-0.22,-0.21,-0.24
24.000,-0.21,-0.22,-0.24
24.050,-0.22,-0.23,-0.24
24.100,-0.22,-0.22,-0.24
24.150,-0.23,-0.22,-0.25
24.200,-0.22,-0.23,-0.24
24.250,-0.22,-0.23,-0.24
24.300,-0.22,-0.22,-0.24
24.350,-0.22,-0.21,-0.23
24.400,-0.22,-0.23,-0.24
24.450,-0.22,-0.22,-0.23
24.500,-0.22,-0.23,-0.23
24.550,-0.22,-0.23,-0.23
24.600,-0.23,-0.23,-0.23
24.650,-0.21,-0.22,-0.23
24.700,-0.22,-0.23,-0.23
24.750,-0.22,-0.23,-0.23
24.800,-0.21,-0.23,-0.23
24.850,-0.22,-0.22,-0.23
24.900,-0.21,-0.23,-0.22
24.950,-0.22,-0.23,-0.22
25.000,-0.21,-0.23,-0.23
25.050,-0.21,-0.22,-0.22
25.100,-0.21,-0.22,-0.24
25.150,-0.22,-0.22,-0.22
25.200,-0.22,-0.21,-0.23
25.250,-0.22,-0.23,-0.22
25.300,-0.22,-0.22,-0.23
25.350,-0.22,-0.22,-0.23
25.400,-0.22,-0.23,-0.23
25.450,-0.22,-0.22,-0.23
25.500,-0.21,-0.22,-0.23
25.550,-0.21,-0.22,-0.23
25.600,-0.21,-0.23,-0.23
25.650,-0.21,-0.23,-0.24
25.700,-0.22,-0.22,-0.22
25.750,-0.21,-0.22,-0.22
25.800,-0.22,-0.23,-0.23
25.850,-0.21,-0.23,-0.22
25.900,-0.22,,-0.23
25.950,-0.21,,-0.23
26.000,-0.22,,-0.22
26.050,-0.21,,-0.21
26.100,-0.21,,-0.22
26.150,-0.22,,-0.22
26.200,-0.22,,-0.23
26.250,-0.21,,-0.23
26.300,-0.21,,14.88
26.350,-0.22,,11.10
26.400,-0.22,,9.71
26.450,-0.22,,8.74
26.500,-0.21,,7.94
26.550,-0.21,,7.44
26.600,-0.21,,6.52
26.650,-0.21,,3.99
26.700,-0.22,,0.92
26.750,-0.22,,-0.23
26.800,-0.22,,-0.23
26.850,-0.22,,-0.22
26.900,-0.22,,-0.23
26.950,-0.22,,-0.22
27.000,-0.22,,-0.24
27.050,-0.21,,-0.22
27.100,-0.22,,-0.23
27.150,-0.21,,-0.22
27.200,-0.21,,-0.24
27.250,-0.22,,-0.23
27.300,-0.22,,-0.22
27.350,-0.22,,-0.23
27.400,-0.22,,-0.23
27.450,-0.22,,-0.23
27.500,-0.22,,-0.23
27.550,-0.21,,-0.22
27.600,-0.22,,-0.23
27.650,-0.22,,-0.22
27.700,-0.22,,-0.23
27.750,-0.22,,-0.22
27.800,-0.22,,-0.22
27.850,-0.21,,-0.22
27.900,-0.22,,-0.22
27.950,-0.22,,-0.22
